MT;ACTION;TPS;DEBUT;FIN;EQUIPE;JOUEURS;PHASE;DEF;SURNOMBRE;RESULTAT;SECTEUR;COURSE;TIR;IMPACT;GOAL;PIVOT;ENCLENCHEMENT;Tireur.arret;Buteur;Passeur;But.encaisse;Arret;Gardien.HC;Tireur.HC;Neutraliseur;Neutralisation.Subie;Intercepteur;Passeur.Intercepte;Contreur;Tireur.contre;Faute;Perte.Balle;Penalty.Obtenu;Penalty.Concede;Match;Equipe.en.defense
1;CESSON 038;2065.4;2065.4;2076.7;CESSON;93-NICOLAS BORDIER | 81-FREDERIC BEAUREGARD;MB;6-0;NA;N;9C;DROITE;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;93-NICOLAS BORDIER;81-FREDERIC BEAUREGARD;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;CESSON 039;2079.4;2079.4;2104.8;CESSON;56-ROMARIC GUILLO | 32-GEIR GUDMUNDSSON | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9D;INT;SUSP;HD;AU LOIN;1-2 G;YAGO G;NA;32-GEIR GUDMUNDSSON;56-ROMARIC GUILLO;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 039;2108.2;2108.2;2119.9;SARAN;26-ALLAN VILLEMINOT | 4-MATTHIEU DROUHIN;MB;6-0;NA;PYO;AD;INT;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4-MATTHIEU DROUHIN;26-ALLAN VILLEMINOT;CESSON SARAN;CESSON
1;SARAN 040;2159.1;2159.1;2163.3;SARAN;5-ARNAUD LAMAZAA PARY | 1-JEF LETTENS;PY;NA;NA;BUT;NA;NA;NA;MG;AU TRAVERS;NA;INDIV;NA;5-ARNAUD LAMAZAA PARY;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 040;2166.9;2166.9;2203.6;CESSON;34-ARBER QERIMI;AP;6-0;NA;THC;9G;INT;SUSP;NA;NA;1-2 D;ENT AD 1-2;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
1;SARAN 041;2204.4;2204.4;2232.6;SARAN;56-ROMARIC GUILLO | 11-EVRIS MUYEMBO;AP;6-0;NA;N;9C;NA;NA;NA;NA;3-3 C;X DC ARD;NA;NA;NA;NA;NA;NA;NA;56-ROMARIC GUILLO;11-EVRIS MUYEMBO;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 042;2236.4;2236.4;2247.7;SARAN;32-GEIR GUDMUNDSSON | 22-YANN GHEYSEN;AP;6-0;NA;N;9G;NA;NA;NA;NA;2-3 D;X ARG DC;NA;NA;NA;NA;NA;NA;NA;32-GEIR GUDMUNDSSON;22-YANN GHEYSEN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;SARAN 043;2283.6;2283.6;2309.4;SARAN;68-QUENTIN EYMANN | 1-JEF LETTENS;AP;6-0;NA;ARRET;9C;INT;SUSP;MG;NA;1-2 D;2C2;68-QUENTIN EYMANN;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
1;CESSON 041;2342.1;2342.1;2382.4;CESSON;17-FLORIAN DELECROIX;AP;6-0;NA;PB;9G;NA;NA;NA;NA;1-2 G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17-FLORIAN DELECROIX;NA;NA;CESSON SARAN;SARAN
2;SARAN 044;2394.5;2394.5;2418.3;SARAN;56-ROMARIC GUILLO | 25-CHEMA RODRIGUES;AP;5-0;6C5;N;9C;DROITE;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;56-ROMARIC GUILLO;25-CHEMA RODRIGUES;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 045;2421.6;2421.6;2429.3;SARAN;25-CHEMA RODRIGUES | 68-QUENTIN EYMANN | 1-JEF LETTENS;AP;5-0;6C5;BUT;6D;INT;SUSP;BC;AU TRAVERS;3-3 C;2C2;NA;68-QUENTIN EYMANN;25-CHEMA RODRIGUES;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 042;2432.1;2432.1;2466.7;CESSON;34-ARBER QERIMI | 35-BENOIT DORE | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;AG;INT;SUSP;MG;AU TRAVERS;1-2 G;YAGO G + X AD DC;NA;35-BENOIT DORE;34-ARBER QERIMI;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 046;2481.5;2481.5;2505.3;SARAN;93-NICOLAS BORDIER;AP;6-0;NA;PB;9C;NA;NA;NA;NA;2-3 D;ENT AD 1-2 + X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;93-NICOLAS BORDIER;NA;NA;CESSON SARAN;CESSON
2;CESSON 043;2501.3;2501.3;2538.2;CESSON;35-BENOIT DORE | 26-ALLAN VILLEMINOT | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;6G;DROITE;SUSP;BC;AU TRAVERS;1-2 D;1C1;NA;26-ALLAN VILLEMINOT;35-BENOIT DORE;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 047;2540.6;2540.6;2546.7;SARAN;25-CHEMA RODRIGUES | 93-NICOLAS BORDIER | 1-JEF LETTENS;MB;NA;NA;BUT;6C;NA;APPUI;HG;NA;3-3 C;2C1;NA;93-NICOLAS BORDIER;25-CHEMA RODRIGUES;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 044;2564.3;2564.3;2591.2;CESSON;8-IBRAHIMA DIAW | 14-HUGO KAMTCHOP BARIL;AP;6-0;NA;N;9D;NA;NA;NA;NA;1-2 G;YAGO G + X AD DC;NA;NA;NA;NA;NA;NA;NA;8-IBRAHIMA DIAW;14-HUGO KAMTCHOP BARIL;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 048;2599.7;2599.7;2611.2;SARAN;56-ROMARIC GUILLO | 25-CHEMA RODRIGUES;MB;6-0;5C6;N;9C;NA;NA;NA;NA;3-3 C;1C1;NA;NA;NA;NA;NA;NA;NA;56-ROMARIC GUILLO;25-CHEMA RODRIGUES;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 049;2633.8;2633.8;2656.4;SARAN;14-HUGO KAMTCHOP BARIL | 25-CHEMA RODRIGUES;AP;6-0;NA;N;9C;NA;NA;NA;NA;1-2 D;ENT AD 1-2;NA;NA;NA;NA;NA;NA;NA;14-HUGO KAMTCHOP BARIL;25-CHEMA RODRIGUES;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 050;2660.2;2660.2;2671.4;SARAN;68-QUENTIN EYMANN;AP;6-0;NA;THC;9C;INT;APPUI;NA;NA;1-2 D;X DC ARD;NA;NA;NA;NA;NA;NA;68-QUENTIN EYMANN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 051;2674.9;2674.9;2684.3;SARAN;68-QUENTIN EYMANN | 34-ROMUALD KOLLE | 1-JEF LETTENS;AP;6-0;NA;BUT;9G;INT;NA;BC;AU TRAVERS;2-3 D;X DC ARG;NA;34-ROMUALD KOLLE ;68-QUENTIN EYMANN;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 046;2687.2;2687.2;2695.2;CESSON;34-ROMUALD KOLLE | 17-FLORIAN DELECROIX;MB;NA;NA;N;9C;INT;NA;NA;NA;3-3 C;ENT AD 2-3;NA;NA;NA;NA;NA;NA;NA;34-ROMUALD KOLLE ;17-FLORIAN DELECROIX;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 047;2703.8;2703.8;2722;CESSON;34-ROMUALD KOLLE | 35-BENOIT DORE;AP;6-0;NA;PYO;NA;NA;NA;NA;NA;1-2 G;ENT ARG 2-3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35-BENOIT DORE;34-ROMUALD KOLLE ;CESSON SARAN;SARAN
2;CESSON 048;2755.2;2755.2;2761.3;CESSON;34-ARBER QERIMI | 12-ALEXIS POIRIER;PY;NA;NA;ARRET;NA;NA;NA;BC;NA;NA;INDIV;34-ARBER QERIMI;NA;NA;NA;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 052;2769.5;2769.5;2786.9;SARAN;5-ARNAUD LAMAZAA PARY;AP;6-0;NA;TC;9G;INT;SUSP;NA;NA;3-3 C;X DC ARG + X ARG AG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5-ARNAUD LAMAZAA PARY;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 049;2786.9;2786.9;2795.4;CESSON;5-ARNAUD LAMAZAA PARY | 15-LEO LEBOULAIRE;CA;NA;NA;N;9D;NA;NA;NA;NA;NA;1C1;NA;NA;NA;NA;NA;NA;NA;5-ARNAUD LAMAZAA PARY;15-LEO LEBOULAIRE;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 050;2795.8;2795.8;2824.4;CESSON;17-FLORIAN DELECROIX | 34-ARBER QERIMI | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9G;INT;AMBLE;BD;AU TRAVERS;3-3 C;X DC ARD;NA;34-ARBER QERIMI;17-FLORIAN DELECROIX;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 053;2828.1;2828.1;2857.3;SARAN;17-FLORIAN DELECROIX | 25-CHEMA RODRIGUES;AP;6-0;NA;PYO;9G;INT;NA;NA;NA;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25-CHEMA RODRIGUES;17-FLORIAN DELECROIX;CESSON SARAN;CESSON
2;SARAN 054;2870.4;2870.4;2873.7;SARAN;5-ARNAUD LAMAZAA PARY | 1-JEF LETTENS;PY;NA;NA;ARRET;NA;NA;NA;BC;NA;NA;INDIV;5-ARNAUD LAMAZAA PARY;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 055;2905.9;2905.9;2915.3;SARAN;34-ROMUALD KOLLE | 1-JEF LETTENS;CA;NA;NA;ARRET;6G;NA;SUSP;MD;NA;NA;NA;34-ROMUALD KOLLE ;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 089;2911.9;2911.9;2914;SARAN;5-ARNAUD LAMAZAA PARY | 1-JEF LETTENS;CA;NA;NA;BUT;6C;NA;SUSP;HC;AU TRAVERS;NA;INDIV;NA;5-ARNAUD LAMAZAA PARY;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 052;2930.7;2930.7;2952.5;CESSON;8-IBRAHIMA DIAW | 35-BENOIT DORE;AP;6-0;NA;N;9D;NA;NA;NA;NA;1-2 G;ENT AG 2-3;NA;NA;NA;NA;NA;NA;NA;8-IBRAHIMA DIAW;35-BENOIT DORE;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 053;2997.7;2997.7;3018;CESSON;26-ALLAN VILLEMINOT | 14-HUGO KAMTCHOP BARIL | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;9C;NA;SUSP;BG;AU TRAVERS;1-2 G;2C2;NA;14-HUGO KAMTCHOP BARIL;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 056;3053.8;3053.8;3077.9;SARAN;34-ARBER QERIMI | 4-MATTHIEU DROUHIN;AP;6-0;NA;N;AD;NA;NA;NA;NA;3-3 C;X DC ARG;NA;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;4-MATTHIEU DROUHIN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 057;3080.3;3080.3;3092.1;SARAN;17-FLORIAN DELECROIX | 34-ROMUALD KOLLE;AP;6-0;NA;PYO;9C;NA;NA;NA;NA;2-3 D;X DC ARG;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-ROMUALD KOLLE ;17-FLORIAN DELECROIX;CESSON SARAN;CESSON
2;SARAN 058;3121.4;3121.4;3126.8;SARAN;4-MATTHIEU DROUHIN | 1-JEF LETTENS;PY;NA;NA;BUT;NA;NA;NA;BD;AU TRAVERS;NA;INDIV;NA;4-MATTHIEU DROUHIN;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 054;3130.1;3130.1;3147.2;CESSON;26-ALLAN VILLEMINOT | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;AP;6-0;NA;BUT;AD;INT;SUSP;NA;AU TRAVERS;1-2 G;1C1;NA;15-LEO LEBOULAIRE;26-ALLAN VILLEMINOT;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 059;3159.2;3159.2;3183.3;SARAN;5-ARNAUD LAMAZAA PARY | 1-JEF LETTENS;AP;6-0;NA;ARRET;AG;NA;NA;HG;NA;3-3 C;2C2;5-ARNAUD LAMAZAA PARY;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 055;3186.2;3186.2;3190.1;CESSON;15-LEO LEBOULAIRE | 34-ARBER QERIMI | 81-MIROSLAV KOCIC;CA;NA;NA;BUT;6C;DROITE;SUSP;MG;AU TRAVERS;NA;2C1;NA;34-ARBER QERIMI;15-LEO LEBOULAIRE;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 056;3220.5;3220.5;3251.8;CESSON;17-FLORIAN DELECROIX | 81-MIROSLAV KOCIC;AP;6-0;NA;ARRET;NA;NA;HANCHE;BG;NA;1-2 G;ENT AG 2-3;17-FLORIAN DELECROIX;NA;NA;NA;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 057;3260.9;3260.9;3269;CESSON;34-ARBER QERIMI;AP;6-0;NA;PB;9G;NA;NA;NA;NA;2-3 G;X DC ARD;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34-ARBER QERIMI;NA;NA;CESSON SARAN;SARAN
2;SARAN 061;3380;3380;3392.6;SARAN;25-CHEMA RODRIGUES | 27-JEAN JACQUES ACQUEVILLO | 1-JEF LETTENS;AP;6-0;NA;BUT;6G;NA;SUSP;BC;AU TRAVERS;2-3 D;2C2;NA;27-JEAN JACQUES ACQUEVILLO;25-CHEMA RODRIGUES;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 058;3394.4;3394.4;3400.4;CESSON;17-FLORIAN DELECROIX | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;MB;NA;NA;BUT;NA;INT;SUSP;HD;AU TRAVERS;NA;2C1;NA;15-LEO LEBOULAIRE;17-FLORIAN DELECROIX;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 062;3405.1;3405.1;3420.6;SARAN;27-JEAN JACQUES ACQUEVILLO | 64-HADRIEN RAMOND | 1-JEF LETTENS;AP;6-0;NA;BUT;6C;NA;APPUI;MG;AU TRAVERS;2-3 D;X DC ARG;NA;64-HADRIEN RAMOND;27-JEAN JACQUES ACQUEVILLO;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 059;3424.4;3424.4;3441.9;CESSON;26-ALLAN VILLEMINOT;AP;NA;NA;PB;9C;NA;NA;NA;NA;2-3 G;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26-ALLAN VILLEMINOT;NA;NA;CESSON SARAN;SARAN
2;SARAN 063;3444.8;3444.8;3472.1;SARAN;27-JEAN JACQUES ACQUEVILLO | 1-JEF LETTENS;AP;6-0;NA;ARRET;9D;EXT;SUSP;MC;NA;2-3 G;F YAGO + X ARR ARR;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 060;3472.4;3472.4;3478.6;CESSON;34-ARBER QERIMI | 14-HUGO KAMTCHOP BARIL | 81-MIROSLAV KOCIC;CA;NA;NA;BUT;6C;DROITE;SUSP;MG;AU TRAVERS;NA;2C2;NA;14-HUGO KAMTCHOP BARIL;34-ARBER QERIMI;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 064;3520;3520;3540.4;SARAN;17-FLORIAN DELECROIX | 22-YANN GHEYSEN;AP;6-0;NA;N;9G;DROITE;NA;NA;NA;3-3 C;X DC ARG;NA;NA;NA;NA;NA;NA;NA;17-FLORIAN DELECROIX;22-YANN GHEYSEN;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 065;3572.1;3572.1;3601.9;SARAN;27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;TC;9C;INT;SUSP;NA;NA;1-2 G;2C2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 061;3601.9;3601.9;3606.9;CESSON;34-ARBER QERIMI | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;CA;NA;NA;BUT;6C;INT;SUSP;HD;AU TRAVERS;NA;INDIV;NA;15-LEO LEBOULAIRE;34-ARBER QERIMI;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 066;3640.8;3640.8;3655.1;SARAN;22-YANN GHEYSEN | 68-QUENTIN EYMANN | 1-JEF LETTENS;AP;6-0;NA;BUT;9C;NA;NA;HC;AU TRAVERS;1-2 D;2C2;NA;68-QUENTIN EYMANN;22-YANN GHEYSEN;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 062;3663;3663;3696.4;CESSON;5-ARNAUD LAMAZAA PARY | 26-ALLAN VILLEMINOT;AP;6-0;5C6;N;9D;NA;NA;NA;NA;2-3 D;ENT AD 2-3;NA;NA;NA;NA;NA;NA;NA;5-ARNAUD LAMAZAA PARY;26-ALLAN VILLEMINOT;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 063;3724.2;3724.2;3742.3;CESSON;64-HADRIEN RAMOND | 32-GEIR GUDMUNDSSON;AP;6-0;NA;N;11G;NA;NA;NA;NA;1-2 D;NA;NA;NA;NA;NA;NA;NA;NA;64-HADRIEN RAMOND;32-GEIR GUDMUNDSSON;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 064;3743.8;3743.8;3751.2;CESSON;34-ARBER QERIMI | 15-LEO LEBOULAIRE | 81-MIROSLAV KOCIC;AP;6-0;6C5;BUT;AD;INT;SUSP;HC;AU TRAVERS;1-2 D;INDIV;NA;15-LEO LEBOULAIRE;34-ARBER QERIMI;81-MIROSLAV KOCIC;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 067;3762.6;3762.6;3799.4;SARAN;81-FREDERIC BEAUREGARD | 25-CHEMA RODRIGUES;AP;6-0;NA;N;9C;NA;NA;NA;NA;2-3 D;1C1;NA;NA;NA;NA;NA;NA;NA;81-FREDERIC BEAUREGARD;25-CHEMA RODRIGUES;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 068;3799.8;3799.8;3810.7;SARAN;26-ALLAN VILLEMINOT | 27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;PYO;9C;INT;NA;NA;NA;3-3 C;X DC ARG SB;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;26-ALLAN VILLEMINOT;CESSON SARAN;CESSON
2;SARAN 069;3840.4;3840.4;3849;SARAN;4-MATTHIEU DROUHIN | 1-JEF LETTENS;PY;NA;NA;BUT;NA;NA;NA;BD;NA;NA;INDIV;NA;4-MATTHIEU DROUHIN;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 065;3850.1;3850.1;3860.9;CESSON;34-ARBER QERIMI | 26-ALLAN VILLEMINOT | 12-ALEXIS POIRIER;AP;6-0;6C5;BUT;9C;INT;SUSP;BC;AU TRAVERS;1-2 G;1C1;NA;26-ALLAN VILLEMINOT;34-ARBER QERIMI;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 070;3866.6;3866.6;3892.3;SARAN;25-CHEMA RODRIGUES | 4-MATTHIEU DROUHIN | 1-JEF LETTENS;AP;6-0;NA;BUT;AD;INT;SUSP;MD;AU TRAVERS;2-3 D;X DC ARG SB;NA;4-MATTHIEU DROUHIN;25-CHEMA RODRIGUES;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 066;3897.4;3897.4;3925.9;CESSON;32-GEIR GUDMUNDSSON | 12-ALEXIS POIRIER;AP;6-0;NA;ARRET;9D;INT;SUSP;MG;NA;1-2 G;YAGO G;32-GEIR GUDMUNDSSON;NA;NA;NA;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 071;3929.2;3929.2;3958.8;SARAN;15-LEO LEBOULAIRE | 27-JEAN JACQUES ACQUEVILLO;AP;6-0;NA;N;9G;NA;NA;NA;NA;1-2 G;ENT AG 1-2;NA;NA;NA;NA;NA;NA;NA;15-LEO LEBOULAIRE;27-JEAN JACQUES ACQUEVILLO;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 072;3959.3;3959.3;3967.4;SARAN;25-CHEMA RODRIGUES | 64-HADRIEN RAMOND | 1-JEF LETTENS;AP;6-0;NA;BUT;6C;NA;APPUI;BC;AU TRAVERS;1-2 G;3C2;NA;64-HADRIEN RAMOND;25-CHEMA RODRIGUES;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 067;3999;3999;4036.4;CESSON;34-ARBER QERIMI | 12-ALEXIS POIRIER;AP;6-0;NA;BUT;9G;NA;NA;BG;AU LOIN;1-2 G;ENT AG 2-3;NA;34-ARBER QERIMI;NA;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 073;4040.7;4040.7;4050.9;SARAN;14-HUGO KAMTCHOP BARIL | 27-JEAN JACQUES ACQUEVILLO;MB;6-0;NA;PYO;9C;INT;NA;NA;NA;2-3 D;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;27-JEAN JACQUES ACQUEVILLO;14-HUGO KAMTCHOP BARIL;CESSON SARAN;CESSON
2;SARAN 074;4088;4088;4099.4;SARAN;4-MATTHIEU DROUHIN | 16-KEVIN BONNEFOI;PY;NA;NA;BUT;NA;NA;NA;HD;AU LOIN;NA;INDIV;NA;4-MATTHIEU DROUHIN;NA;16-KEVIN BONNEFOI;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;SARAN 075;4113.2;4113.2;4136.1;SARAN;64-HADRIEN RAMOND;AP;NA;NA;THC;6C;NA;APPUI;NA;NA;1-2 D;3C2;NA;NA;NA;NA;NA;NA;64-HADRIEN RAMOND;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 069;4237.7;4237.7;4285.7;CESSON;93-NICOLAS BORDIER | 26-ALLAN VILLEMINOT;AP;6-0;5C6;PYO;9C;NA;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26-ALLAN VILLEMINOT;93-NICOLAS BORDIER;CESSON SARAN;SARAN
2;CESSON 070;4313.9;4313.9;4320.4;CESSON;34-ARBER QERIMI | 12-ALEXIS POIRIER;PY;NA;NA;ARRET;NA;NA;NA;BG;NA;NA;INDIV;34-ARBER QERIMI;NA;NA;NA;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;CESSON 071;4320.9;4320.9;4322.8;CESSON;34-ARBER QERIMI | 12-ALEXIS POIRIER;NA;NA;NA;BUT;6G;NA;SUSP;MD;AU LOIN;NA;INDIV;NA;34-ARBER QERIMI;NA;12-ALEXIS POIRIER;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
2;SARAN 076;4335.1;4335.1;4352.8;SARAN;68-QUENTIN EYMANN | 1-JEF LETTENS;AP;6-0;NA;ARRET;9D;INT;SUSP;MG;NA;3-3 C;X DC ARG;68-QUENTIN EYMANN;NA;NA;NA;1-JEF LETTENS;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;CESSON
2;CESSON 072;4353.5;4353.5;4363.6;CESSON;8-IBRAHIMA DIAW | 17-FLORIAN DELECROIX;MB;6-0;NA;N;9C;INT;NA;NA;NA;3-3 C;NA;NA;NA;NA;NA;NA;NA;NA;8-IBRAHIMA DIAW;17-FLORIAN DELECROIX;NA;NA;NA;NA;NA;NA;NA;NA;CESSON SARAN;SARAN
